               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.068722,            0.051007,                   0,             0.81256,             0.49794,             0.56982,             0.27403,            0.063536,            0.046368,                   0,           0.0017005,           0.0017005,           0.0017005
                 125,            0.068804,            0.051674,                   0,             0.80248,             0.50661,              0.5679,             0.27139,            0.063424,            0.045932,                   0,           0.0016509,           0.0016509,           0.0016509
                 126,            0.070165,            0.052452,                   0,             0.79857,             0.51077,             0.56882,             0.27259,            0.063319,            0.046213,                   0,           0.0016029,           0.0016029,           0.0016029
                 127,            0.069406,            0.049016,                   0,             0.80494,              0.5032,             0.56916,             0.27337,            0.063322,            0.045822,                   0,           0.0015566,           0.0015566,           0.0015566
                 128,            0.068599,            0.050963,                   0,             0.80458,             0.50675,             0.57145,             0.27436,             0.06334,            0.045932,                   0,           0.0015121,           0.0015121,           0.0015121
                 129,            0.069165,            0.049798,                   0,             0.80342,              0.5068,             0.56891,             0.27152,            0.063517,            0.046153,                   0,           0.0014693,           0.0014693,           0.0014693
                 130,            0.067871,            0.049086,                   0,             0.79587,             0.50837,             0.57057,              0.2738,            0.063345,            0.046017,                   0,           0.0014283,           0.0014283,           0.0014283
                 131,            0.068099,            0.051028,                   0,             0.80081,             0.50978,             0.57063,             0.27331,            0.063253,            0.046115,                   0,            0.001389,            0.001389,            0.001389
                 132,            0.068492,            0.052254,                   0,             0.80376,             0.50536,              0.5678,             0.27247,            0.063435,            0.045861,                   0,           0.0013516,           0.0013516,           0.0013516
                 133,            0.066977,            0.050153,                   0,             0.81618,             0.50351,             0.57067,             0.27362,            0.063237,            0.045814,                   0,            0.001316,            0.001316,            0.001316
                 134,            0.068446,            0.051134,                   0,              0.8014,             0.50746,             0.57114,              0.2739,            0.063278,            0.045915,                   0,           0.0012822,           0.0012822,           0.0012822
                 135,            0.070139,            0.049612,                   0,             0.79422,             0.51026,             0.57112,             0.27287,            0.063473,            0.046019,                   0,           0.0012503,           0.0012503,           0.0012503
                 136,            0.066784,            0.050774,                   0,             0.80474,             0.50913,             0.57209,             0.27447,            0.063161,            0.046011,                   0,           0.0012202,           0.0012202,           0.0012202
                 137,            0.068964,            0.052663,                   0,             0.81057,             0.50733,             0.57156,             0.27423,            0.063118,             0.04582,                   0,           0.0011921,           0.0011921,           0.0011921
                 138,            0.067043,            0.048456,                   0,             0.78929,             0.51441,             0.57212,             0.27475,            0.063215,            0.045853,                   0,           0.0011658,           0.0011658,           0.0011658
                 139,            0.068396,            0.050308,                   0,             0.79431,             0.51482,              0.5739,             0.27576,            0.063112,            0.045707,                   0,           0.0011414,           0.0011414,           0.0011414
                 140,            0.068637,            0.050561,                   0,              0.7986,             0.51581,             0.57384,             0.27532,            0.063116,            0.045905,                   0,           0.0011189,           0.0011189,           0.0011189
                 141,            0.067371,             0.04886,                   0,             0.80207,             0.51398,             0.57367,             0.27566,            0.063076,            0.045952,                   0,           0.0010983,           0.0010983,           0.0010983
                 142,            0.067224,            0.048732,                   0,             0.81149,             0.50824,             0.57232,             0.27503,            0.063061,            0.045865,                   0,           0.0010797,           0.0010797,           0.0010797
                 143,            0.067802,            0.050478,                   0,             0.80979,             0.50699,             0.57205,             0.27533,            0.063105,            0.045783,                   0,            0.001063,            0.001063,            0.001063
                 144,            0.068269,            0.051611,                   0,             0.81557,              0.5067,             0.57279,             0.27468,            0.063108,            0.045806,                   0,           0.0010483,           0.0010483,           0.0010483
                 145,            0.068365,            0.047528,                   0,             0.80302,             0.51114,             0.57367,             0.27621,            0.062999,            0.045708,                   0,           0.0010355,           0.0010355,           0.0010355
                 146,            0.068108,            0.051642,                   0,             0.80435,             0.51029,             0.57334,             0.27565,            0.063105,            0.045778,                   0,           0.0010247,           0.0010247,           0.0010247
                 147,            0.069833,            0.051613,                   0,             0.79008,             0.51651,             0.57452,              0.2763,            0.063118,            0.045767,                   0,           0.0010158,           0.0010158,           0.0010158
                 148,            0.068864,            0.053257,                   0,             0.80232,             0.51031,             0.57209,             0.27496,            0.063094,            0.045834,                   0,           0.0010089,           0.0010089,           0.0010089
                 149,             0.06763,            0.050226,                   0,             0.80372,             0.51229,             0.57412,             0.27582,            0.063047,             0.04585,                   0,           0.0010039,           0.0010039,           0.0010039
